SlogP,TPSA,peoe_VSA6,slogp_VSA5,slogp_VSA10,peoe_VSA10,LabuteASA,slogp_VSA3,NumLipinskiHBD,HallKierAlpha,peoe_VSA9,MQN31,smr_VSA7,slogp_VSA2,smr_VSA10,peoe_VSA8,peoe_VSA12,kappa3,Chi1v,slogp_VSA6,peoe_VSA14,smr_VSA9,MQN25,AMW,peoe_VSA7,peoe_VSA1,ExactMW,MQN20,peoe_VSA2,FractionCSP3,peoe_VSA3,slogp_VSA4,HIT CALL binary
-0.6131000000000002,67.59,0.0,0.0,5.948339280986494,6.3273200747645415,34.38820376782173,0.0,3,-1.06,0.0,1,6.3273200747645415,15.181342137549283,5.948339280986494,0.0,5.948339280986494,0.31360133319729266,1.5063695521867237,6.3273200747645415,0.0,0.0,0,84.082,0.0,5.733667477162185,84.04359612799999,4,5.098681808301038,0.0,4.9839785209472085,0.0,0
2.9358000000000013,26.02,42.46456947923127,0.0,5.687386274683562,0.0,77.82838802257372,0.0,2,-1.7599999999999998,0.0,3,54.59730361615449,0.0,5.687386274683562,5.687386274683562,0.0,1.6972013310628191,4.270725942163692,54.59730361615449,0.0,11.126902983393991,0,169.227,23.259637120317212,5.733667477162185,169.089149352,1,0.0,0.0,0.0,0.0,0
-2.6050999999999997,110.05000000000001,0.0,0.0,0.0,12.207932775496605,67.32052975243379,9.53140013787187,3,-1.2700000000000002,6.606881964512918,4,11.518329743312352,40.10370221248349,5.969305287951849,0.0,0.0,1.2138768453613862,3.1763649079972986,11.518329743312352,5.969305287951849,0.0,0,175.11599999999999,5.759164871656176,25.162972533162872,175.02481152391002,13,0.0,0.5,4.794537184071822,0.0,0
1.5715,18.46,6.578935683598497,13.847474399381248,0.0,0.0,56.466391141038706,9.473725907600098,0,-0.33999999999999997,0.0,0,12.654955790432378,19.503790658361048,0.0,13.213763929025836,0.0,4.182193211488251,3.204549976150949,12.654955790432378,0.0,0.0,0,130.18699999999998,19.92349450621513,9.473725907600098,130.099379688,4,0.0,0.7142857142857143,0.0,0.0,0
4.757500000000002,89.67,11.600939890232516,15.921440167465814,18.858631417708022,17.062475158264807,136.74053079426102,6.176298517443475,1,-2.81,15.509395854255992,6,62.66205697667055,15.999143731610225,23.257631452867926,12.13273413692322,0.0,3.7424567402136537,6.5346955653187155,36.39820241076966,12.145603805395325,11.49902366656781,1,361.65900000000005,24.26546827384644,9.843390348640755,360.99648466400004,12,10.114318268765572,0.07142857142857142,4.794537184071822,10.114318268765572,1
1.3702999999999994,63.32000000000001,19.26246486877803,38.524929737556064,0.0,0.0,72.94860333872568,4.794537184071822,3,-0.5700000000000001,6.4208216229260096,0,0.0,17.62058908870513,5.969305287951849,0.0,0.0,2.2058301462550474,4.603746186412143,0.0,5.969305287951849,0.0,0,171.23999999999992,24.801390121161372,10.84019487200289,171.125928784,5,4.794537184071822,0.8888888888888888,0.0,5.41499046939678,0
0.5901000000000001,63.32000000000001,6.4208216229260096,25.683286491704038,0.0,0.0,54.85960814906508,4.794537184071822,3,-0.5700000000000001,0.0,0,0.0,17.62058908870513,5.969305287951849,6.4208216229260096,0.0,7.43,3.189532624039047,0.0,5.969305287951849,0.0,0,131.175,19.386399651764595,10.84019487200289,131.094628656,5,4.794537184071822,0.8333333333333334,0.0,0.0,0
-1.0293,61.82,0.0,0.0,0.0,0.0,79.02895701814934,21.143015948031568,0,-1.8499999999999999,6.3273200747645415,7,27.165404736163666,18.685277464321274,11.16387793838399,21.143015948031568,0.0,0.8757741627139433,4.107927642957933,15.916394442908185,5.689743398203474,0.0,0,194.194,0.0,4.567099647791355,194.08037556,8,13.928736479654532,0.375,9.77851570501903,0.0,0
-3.765799999999999,120.72,0.0,13.847474399381248,0.0,0.0,69.06977196221338,9.589074368143644,2,-1.1400000000000001,24.146543351400304,0,0.0,34.35959814108171,11.938610575903699,0.0,0.0,11.631362272522503,3.064945167990926,0.0,0.0,0.0,0,178.14,13.847474399381248,30.015183947506465,178.04883519982002,14,0.0,0.6666666666666666,0.0,0.0,0
1.3850699999999991,134.81,12.13273413692322,15.921440167465814,5.687386274683562,5.749511833283905,167.45462854996782,20.7467589448697,4,-3.8799999999999994,11.984273114623004,4,59.65783953108687,49.40748053471681,29.4927311486826,19.782730240037942,0.0,6.979773615043378,8.623523711202768,48.53093654769288,11.938610575903699,5.749511833283905,0,398.41900000000004,41.96165390246666,25.424091719619092,398.1590198040001,14,14.998357973935166,0.2,4.794537184071822,5.409283605791522,0
